,Title,Wage min,Wage max,Currency,Link,Source
229,Fraud Activity Analyst,0,0,0,https://nn.hh.ru/vacancy/76704863?from=vacancy_search_list&query=Data,hh
230,Системный/бизнес аналитик,250000,0,руб.,https://nn.hh.ru/vacancy/76987767?from=vacancy_search_list&query=Data,hh
231,Аналитик AdTech,0,0,0,https://nn.hh.ru/vacancy/76736768?from=vacancy_search_list&query=Data,hh
232,CMO / Head of Marketing / Marketing Lead (Remote),3000,5000,EUR,https://nn.hh.ru/vacancy/76296773?from=vacancy_search_list&query=Data,hh
233,Разработчик C# / Python,300000,500000,руб.,https://nn.hh.ru/vacancy/71147348?from=vacancy_search_list&query=Data,hh
234,Аналитик/Менеджер проектов в отдел исследований,0,0,0,https://nn.hh.ru/vacancy/77106885?from=vacancy_search_list&query=Data,hh
235,Data-аналитик (Yandex DataLens + Битрикс24),1000,0,руб.,https://nn.hh.ru/vacancy/76843043?from=vacancy_search_list&query=Data,hh
236,Программист / Инженер данных (Data Engineer),0,0,0,https://nn.hh.ru/vacancy/76941210?from=vacancy_search_list&query=Data,hh
237,Data Engineer (BigData),0,0,0,https://nn.hh.ru/vacancy/76539994?from=vacancy_search_list&query=Data,hh
238,Аналитик/Analyst,0,0,0,https://nn.hh.ru/vacancy/76605323?from=vacancy_search_list&query=Data,hh
239,Data Engineer,0,0,0,https://nn.hh.ru/vacancy/76941900?from=vacancy_search_list&query=Data,hh
240,"Data analyst/Data Scientist в ML-команду трайба ""Платежи и переводы""",0,0,0,https://nn.hh.ru/vacancy/76727275?from=vacancy_search_list&query=Data,hh
241,Quantitative Analyst,0,0,0,https://nn.hh.ru/vacancy/75837901?from=vacancy_search_list&query=Data,hh
242,Middle Data Analyst,0,0,0,https://nn.hh.ru/vacancy/76936797?from=vacancy_search_list&query=Data,hh
243,Разработчик платформы аналитики в Маркет,0,0,0,https://nn.hh.ru/vacancy/75611208?from=vacancy_search_list&query=Data,hh
244,"Продуктовый аналитик / Product analyst (проект ""Сообщения"")",0,0,0,https://nn.hh.ru/vacancy/74038110?from=vacancy_search_list&query=Data,hh
245,Senior Data Analyst,0,0,0,https://nn.hh.ru/vacancy/76826976?from=vacancy_search_list&query=Data,hh
246,Разработчик BI (Optimacros),0,0,0,https://nn.hh.ru/vacancy/76216353?from=vacancy_search_list&query=Data,hh
247,Product analyst (machine learning),0,0,0,https://nn.hh.ru/vacancy/73568857?from=vacancy_search_list&query=Data,hh
248,Data-инженер,0,0,0,https://nn.hh.ru/vacancy/72358065?from=vacancy_search_list&query=Data,hh
249,Data Scientist (NLP),0,0,0,https://nn.hh.ru/vacancy/76867207?from=vacancy_search_list&query=Data,hh
250,Data Scientist (Платформа рекомендаций),0,0,0,https://nn.hh.ru/vacancy/75857475?from=vacancy_search_list&query=Data,hh
251,Data инженер,0,0,0,https://nn.hh.ru/vacancy/76133437?from=vacancy_search_list&query=Data,hh
252,Технолог данных,0,0,0,https://nn.hh.ru/vacancy/76040985?from=vacancy_search_list&query=Data,hh
253,Senior Data Engineer,250000,300000,руб.,https://nn.hh.ru/vacancy/73453736?from=vacancy_search_list&query=Data,hh
254,Lead Consultant / Solution Architect,0,0,0,https://nn.hh.ru/vacancy/76059320?from=vacancy_search_list&query=Data,hh
255,Системный инженер/Data Center – Infrastructure Expert,0,200000,руб.,https://nn.hh.ru/vacancy/73310991?from=vacancy_search_list&query=Data,hh
256,Data Science Engineer (Computer Vision),0,0,0,https://nn.hh.ru/vacancy/75918380?from=vacancy_search_list&query=Data,hh
257,Data scientist \ Аналитик данных,0,0,0,https://nn.hh.ru/vacancy/76826677?from=vacancy_search_list&query=Data,hh
258,Data Engineer (Spark developer),0,0,0,https://nn.hh.ru/vacancy/73436694?from=vacancy_search_list&query=Data,hh
259,Middle Data Scientist,0,0,0,https://nn.hh.ru/vacancy/76916739?from=vacancy_search_list&query=Data,hh
260,Machine Learning Engineer,4000,8000,USD,https://nn.hh.ru/vacancy/76735944?from=vacancy_search_list&query=Data,hh
261,Senior Data Scientist,0,0,0,https://nn.hh.ru/vacancy/76610825?from=vacancy_search_list&query=Data,hh
262,Data scientist (Персонализация),0,0,0,https://nn.hh.ru/vacancy/54829296?from=vacancy_search_list&query=Data,hh
263,Data Analyst,0,0,0,https://nn.hh.ru/vacancy/76812269?from=vacancy_search_list&query=Data,hh
264,Demand Planning Specialist,0,0,0,https://nn.hh.ru/vacancy/77132089?from=vacancy_search_list&query=Data,hh
265,Python Developer,0,0,0,https://nn.hh.ru/vacancy/76099463?from=vacancy_search_list&query=Data,hh
266,Аналитик,35000,40000,руб.,https://nn.hh.ru/vacancy/76386430?from=vacancy_search_list&query=Data,hh
267,Data Base Administrator-Developer (DB2&PostgreSQL),600000,1500000,KZT,https://nn.hh.ru/vacancy/76715563?from=vacancy_search_list&query=Data,hh
268,Специалист по BI аналитике,0,0,0,https://nn.hh.ru/vacancy/76905736?from=vacancy_search_list&query=Data,hh
269,Дата-инженер / Data Engineer,0,0,0,https://nn.hh.ru/vacancy/72818601?from=vacancy_search_list&query=Data,hh
270,Инженер по тестированию,100000,120000,руб.,https://nn.hh.ru/vacancy/77076234?from=vacancy_search_list&query=Data,hh
271,ETL-разработчик,200000,250000,руб.,https://nn.hh.ru/vacancy/76239455?from=vacancy_search_list&query=Data,hh
272,АККРЕДИТОВАННАЯ КОМПАНИЯ Начинающий программист Golang,40000,0,руб.,https://nn.hh.ru/vacancy/51028328?from=vacancy_search_list&query=Data,hh
273,Project manager по развитию бизнеса в зарубежных странах,0,0,0,https://nn.hh.ru/vacancy/77217849?from=vacancy_search_list&query=Data,hh
274,Бизнес-аналитик Big Data,0,0,0,https://nn.hh.ru/vacancy/71266321?from=vacancy_search_list&query=Data,hh
275,Monitoring and Evaluation Manager,0,0,0,https://nn.hh.ru/vacancy/76199271?from=vacancy_search_list&query=Data,hh
276,Data Scientist (Computer Vision),0,0,0,https://nn.hh.ru/vacancy/73401856?from=vacancy_search_list&query=Data,hh
277,Senior data scientist,0,0,0,https://nn.hh.ru/vacancy/75619237?from=vacancy_search_list&query=Data,hh
278,Data Operator,0,0,0,https://nn.hh.ru/vacancy/75635035?from=vacancy_search_list&query=Data,hh
279,Python разработчик платформы аналитики в Маркет,0,0,0,https://nn.hh.ru/vacancy/76341246?from=vacancy_search_list&query=Data,hh
280,Senior Data Scientist,0,0,0,https://nn.hh.ru/vacancy/75573623?from=vacancy_search_list&query=Data,hh
281,Tech Lead/Senior Python developer на продукт Data Quality (Big Data),0,0,0,https://nn.hh.ru/vacancy/76217895?from=vacancy_search_list&query=Data,hh
282,"Senior Data Scientist (""Платформа экспериментов"")",0,0,0,https://nn.hh.ru/vacancy/75863558?from=vacancy_search_list&query=Data,hh
283,Разработчик витрин данных,0,0,0,https://nn.hh.ru/vacancy/77049987?from=vacancy_search_list&query=Data,hh
284,Data Engineer,0,0,0,https://nn.hh.ru/vacancy/76683050?from=vacancy_search_list&query=Data,hh
285,Data Scientist,0,0,0,https://nn.hh.ru/vacancy/73080770?from=vacancy_search_list&query=Data,hh
286,Data инженер,0,0,0,https://nn.hh.ru/vacancy/76655674?from=vacancy_search_list&query=Data,hh
287,Системный аналитик DWH,0,0,0,https://nn.hh.ru/vacancy/77031710?from=vacancy_search_list&query=Data,hh
288,Operations Specialist,0,0,0,https://nn.hh.ru/vacancy/77139373?from=vacancy_search_list&query=Data,hh
289,Data Scientist,0,0,0,https://nn.hh.ru/vacancy/73377792?from=vacancy_search_list&query=Data,hh
290,Senior Data scientist,0,0,0,https://nn.hh.ru/vacancy/71958940?from=vacancy_search_list&query=Data,hh
291,Senior Data Scientist (-Fintech-),0,250000,руб.,https://nn.hh.ru/vacancy/76822951?from=vacancy_search_list&query=Data,hh
292,Product manager,0,0,0,https://nn.hh.ru/vacancy/76536350?from=vacancy_search_list&query=Data,hh
293,Ведущий аналитик качества данных,0,0,0,https://nn.hh.ru/vacancy/77019282?from=vacancy_search_list&query=Data,hh
294,Руководитель Департамента аналитики в Практикум,0,0,0,https://nn.hh.ru/vacancy/76591632?from=vacancy_search_list&query=Data,hh
295,Risk Analyst,3000,0,USD,https://nn.hh.ru/vacancy/76948643?from=vacancy_search_list&query=Data,hh
296,Data Scientist,0,0,0,https://nn.hh.ru/vacancy/76495723?from=vacancy_search_list&query=Data,hh
297,Middle Data scientist / Аналитик (Нижний Новгород),100000,150000,руб.,https://nn.hh.ru/vacancy/75827761?from=vacancy_search_list&query=Data,hh
298,Demand Planning Business Excellence Analyst,0,0,0,https://nn.hh.ru/vacancy/76912075?from=vacancy_search_list&query=Data,hh
299,Аналитик,15000,15000,руб.,https://nn.hh.ru/vacancy/76465128?from=vacancy_search_list&query=Data,hh
300,Data Engineer,0,0,0,https://nn.hh.ru/vacancy/76827227?from=vacancy_search_list&query=Data,hh
301,Python Developer (to Serbia/Cyprus),0,0,0,https://nn.hh.ru/vacancy/76257043?from=vacancy_search_list&query=Data,hh
302,Digital Data Analyst,0,0,0,https://nn.hh.ru/vacancy/75578672?from=vacancy_search_list&query=Data,hh
303,АККРЕДИТОВАННАЯ КОМПАНИЯ Начинающий Java разработчик,40000,0,руб.,https://nn.hh.ru/vacancy/70667162?from=vacancy_search_list&query=Data,hh
304,Аналитик,0,0,0,https://nn.hh.ru/vacancy/75773535?from=vacancy_search_list&query=Data,hh
305,Системный/Бизнес Аналитик на проект BPM,250000,280000,руб.,https://nn.hh.ru/vacancy/76774639?from=vacancy_search_list&query=Data,hh
306,Team Lead ML (relocation to Montenegro),0,0,0,https://nn.hh.ru/vacancy/77130256?from=vacancy_search_list&query=Data,hh
307,Brand Manager,0,0,0,https://nn.hh.ru/vacancy/76585948?from=vacancy_search_list&query=Data,hh
308,Data Engineer/ Разработчик SQL (удаленно),0,0,0,https://nn.hh.ru/vacancy/71331696?from=vacancy_search_list&query=Data,hh
309,Data Analyst,0,0,0,https://nn.hh.ru/vacancy/76777464?from=vacancy_search_list&query=Data,hh
310,Customer Success Manager,0,0,0,https://nn.hh.ru/vacancy/73589267?from=vacancy_search_list&query=Data,hh
311,Аналитик,0,0,0,https://nn.hh.ru/vacancy/76970898?from=vacancy_search_list&query=Data,hh
312,Middle+/Senior Data Scientist (Marketplace Efficiency),225000,280000,руб.,https://nn.hh.ru/vacancy/74010282?from=vacancy_search_list&query=Data,hh
313,Data Engineer,0,0,0,https://nn.hh.ru/vacancy/76851673?from=vacancy_search_list&query=Data,hh
314,Data Science Python разработчик,0,0,0,https://nn.hh.ru/vacancy/76773921?from=vacancy_search_list&query=Data,hh
315,ETL-инженер,0,0,0,https://nn.hh.ru/vacancy/77052902?from=vacancy_search_list&query=Data,hh
316,"Автор-лектор курса ""Работа с источниками данных: Cassandra, Hive, Presto, Kafka""",0,0,0,https://nn.hh.ru/vacancy/76902198?from=vacancy_search_list&query=Data,hh
317,Data Scientist CV,0,0,0,https://nn.hh.ru/vacancy/76567981?from=vacancy_search_list&query=Data,hh
318,Аналитик отдела продаж / Sales Analyst,0,0,0,https://nn.hh.ru/vacancy/76962523?from=vacancy_search_list&query=Data,hh
319,"Администратор баз данных Oracle, Postgres",300000,0,KZT,https://nn.hh.ru/vacancy/76070423?from=vacancy_search_list&query=Data,hh
320,Архитектор по работе с партнёрами в Yandex Cloud,0,0,0,https://nn.hh.ru/vacancy/76611551?from=vacancy_search_list&query=Data,hh
321,"Manager in Integrated Risk of Strategic, Credit & Integrated Risks Department",0,0,0,https://nn.hh.ru/vacancy/76048310?from=vacancy_search_list&query=Data,hh
322,Системный аналитик (Big Data),0,0,0,https://nn.hh.ru/vacancy/75743495?from=vacancy_search_list&query=Data,hh
323,Эксперт по операционной отчетности,0,0,0,https://nn.hh.ru/vacancy/76917645?from=vacancy_search_list&query=Data,hh
324,Project manager Big Data,0,0,0,https://nn.hh.ru/vacancy/76637819?from=vacancy_search_list&query=Data,hh
325,Менеджер по развитию и продажам цифровых продуктов крупному бизнесу (AdTech / Big Data),100000,0,руб.,https://nn.hh.ru/vacancy/76475379?from=vacancy_search_list&query=Data,hh
326,Data Scientist,160000,180000,руб.,https://nn.hh.ru/vacancy/76446137?from=vacancy_search_list&query=Data,hh
327,Data engineer,0,0,0,https://nn.hh.ru/vacancy/76713270?from=vacancy_search_list&query=Data,hh
328,"Data Engineer (""Платформа экспериментов"")",0,0,0,https://nn.hh.ru/vacancy/75863463?from=vacancy_search_list&query=Data,hh
329,Client Solutions Manager,0,0,0,https://nn.hh.ru/vacancy/77187763?from=vacancy_search_list&query=Data,hh
330,"Executive 1-3, Transaction Services / Deal Advisory Department (Almaty/Astana)",0,0,0,https://nn.hh.ru/vacancy/77073864?from=vacancy_search_list&query=Data,hh
331,Team lead data scientist,0,0,0,https://nn.hh.ru/vacancy/75711019?from=vacancy_search_list&query=Data,hh
332,Python Engineer,3000,6500,USD,https://nn.hh.ru/vacancy/76738937?from=vacancy_search_list&query=Data,hh
333,Специалист технической поддержки (чаты),40000,0,руб.,https://nn.hh.ru/vacancy/77127896?from=vacancy_search_list&query=Data,hh
334,Менеджер по развитию и продажам цифровых продуктов крупному бизнесу (AdTech / Big Data),100000,0,руб.,https://nn.hh.ru/vacancy/76475378?from=vacancy_search_list&query=Data,hh
335,Data Analyst (Crypto/FinTech),0,0,0,https://nn.hh.ru/vacancy/76747851?from=vacancy_search_list&query=Data,hh
336,HR process analyst,0,0,0,https://nn.hh.ru/vacancy/76543301?from=vacancy_search_list&query=Data,hh
337,Аналитик Power BI/ ETL- разработчик,230000,230000,руб.,https://nn.hh.ru/vacancy/75832792?from=vacancy_search_list&query=Data,hh
338,Аналитик качества данных,0,0,0,https://nn.hh.ru/vacancy/76994610?from=vacancy_search_list&query=Data,hh
339,Аналитик данных,40000,80000,руб.,https://nn.hh.ru/vacancy/66114001?from=vacancy_search_list&query=Data,hh
340,Data engineer,0,0,0,https://nn.hh.ru/vacancy/76653766?from=vacancy_search_list&query=Data,hh
341,Специалист по BigData,0,0,0,https://nn.hh.ru/vacancy/75889655?from=vacancy_search_list&query=Data,hh
342,Инженер данных (Data Engineer),0,0,0,https://nn.hh.ru/vacancy/76789901?from=vacancy_search_list&query=Data,hh
343,Middle/Senior Data Scientist,0,0,0,https://nn.hh.ru/vacancy/76863375?from=vacancy_search_list&query=Data,hh
344,Middle Data Scientist,0,0,0,https://nn.hh.ru/vacancy/76768895?from=vacancy_search_list&query=Data,hh
345,DWH разработчик / DWH инженер / Data Engineer,110000,0,руб.,https://nn.hh.ru/vacancy/76291841?from=vacancy_search_list&query=Data,hh
346,Print HW Category Graduate (Temporary Position),0,0,0,https://nn.hh.ru/vacancy/77031604?from=vacancy_search_list&query=Data,hh
347,Data protection specialist,0,0,0,https://nn.hh.ru/vacancy/76721695?from=vacancy_search_list&query=Data,hh
348,Master Data Specialist (Supply Chain / Planning department),0,0,0,https://nn.hh.ru/vacancy/74280675?from=vacancy_search_list&query=Data,hh
349,"Customer Success Assistant / Ассистент команды по сопровождению клиентов (EN, RU)",0,0,0,https://nn.hh.ru/vacancy/77223072?from=vacancy_search_list&query=Data,hh
350,Sales Development Representative,0,0,0,https://nn.hh.ru/vacancy/77219392?from=vacancy_search_list&query=Data,hh
351,Project Manager (Команда аналитики),0,0,0,https://nn.hh.ru/vacancy/76009346?from=vacancy_search_list&query=Data,hh
352,Amazon and Walmart PPC Specialist,1500,0,USD,https://nn.hh.ru/vacancy/77063947?from=vacancy_search_list&query=Data,hh
353,Data Engineer Lead / Дата инженер,300000,0,руб.,https://nn.hh.ru/vacancy/76566894?from=vacancy_search_list&query=Data,hh
354,Middle Data Scientist (Big Data),200000,250000,руб.,https://nn.hh.ru/vacancy/73088535?from=vacancy_search_list&query=Data,hh
355,"Project manager (PM), Remote",1500,0,USD,https://nn.hh.ru/vacancy/76937360?from=vacancy_search_list&query=Data,hh
356,Financial Analyst,0,0,0,https://nn.hh.ru/vacancy/76939577?from=vacancy_search_list&query=Data,hh
357,АККРЕДИТОВАННАЯ КОМПАНИЯ Начинающий Frontend-разработчик,40000,0,руб.,https://nn.hh.ru/vacancy/48411480?from=vacancy_search_list&query=Data,hh
358,Data Engineer,0,0,0,https://nn.hh.ru/vacancy/73396605?from=vacancy_search_list&query=Data,hh
359,Старший аналитик по поддержке Jira/Confluence,0,0,0,https://nn.hh.ru/vacancy/76948252?from=vacancy_search_list&query=Data,hh
360,Business Data Engineer,0,0,0,https://nn.hh.ru/vacancy/72282079?from=vacancy_search_list&query=Data,hh
361,Бизнес ассистент Google таблицолог для сервиса оцифровки WB и OZON (удаленно),20000,30000,руб.,https://nn.hh.ru/vacancy/76876034?from=vacancy_search_list&query=Data,hh
362,Senior Data Scientist (Лимасол/Ереван),0,0,0,https://nn.hh.ru/vacancy/76829230?from=vacancy_search_list&query=Data,hh
363,Старший эксперт (Риск аналитик),0,0,0,https://nn.hh.ru/vacancy/76900858?from=vacancy_search_list&query=Data,hh
364,Специалист по информационной безопасности,0,0,0,https://nn.hh.ru/vacancy/77106178?from=vacancy_search_list&query=Data,hh
365,Middle/Senior Data Scientist (скоринговые модели),0,0,0,https://nn.hh.ru/vacancy/76434616?from=vacancy_search_list&query=Data,hh
366,Системный аналитик,0,0,0,https://nn.hh.ru/vacancy/70512213?from=vacancy_search_list&query=Data,hh
367,"Автор-лектор курса ""Менеджмент в data-проектах""",0,0,0,https://nn.hh.ru/vacancy/76907965?from=vacancy_search_list&query=Data,hh
368,Data Engineer в МТС Маркетолог (Big Data),0,0,0,https://nn.hh.ru/vacancy/76550394?from=vacancy_search_list&query=Data,hh
369,DBA / GreenPlum Data Engineer,0,0,0,https://nn.hh.ru/vacancy/76738256?from=vacancy_search_list&query=Data,hh
370,Data Scientist,500000,0,KZT,https://nn.hh.ru/vacancy/76374667?from=vacancy_search_list&query=Data,hh
371,"RAVE Specialist, Data Quality",0,0,0,https://nn.hh.ru/vacancy/76684105?from=vacancy_search_list&query=Data,hh
372,Geophysicist,0,0,0,https://nn.hh.ru/vacancy/77113907?from=vacancy_search_list&query=Data,hh
373,Data Engineer (Spark developer),0,0,0,https://nn.hh.ru/vacancy/76824564?from=vacancy_search_list&query=Data,hh
374,Product Researcher / Finance Analyst,1000,1300,USD,https://nn.hh.ru/vacancy/76963821?from=vacancy_search_list&query=Data,hh
375,Data privacy counsel,0,0,0,https://nn.hh.ru/vacancy/76734398?from=vacancy_search_list&query=Data,hh
376,"Data (web) analyst, remote",2000,4000,USD,https://nn.hh.ru/vacancy/76719607?from=vacancy_search_list&query=Data,hh
377,Middle Data Scientist,0,0,0,https://nn.hh.ru/vacancy/76672110?from=vacancy_search_list&query=Data,hh
378,Data Scientist (главный исследователь данных),0,0,0,https://nn.hh.ru/vacancy/70995598?from=vacancy_search_list&query=Data,hh
379,Data engineer,0,0,0,https://nn.hh.ru/vacancy/76713212?from=vacancy_search_list&query=Data,hh
380,Специалист по стратегическому прогнозированию (Demand planner),0,0,0,https://nn.hh.ru/vacancy/76950800?from=vacancy_search_list&query=Data,hh
381,Data Scientist,0,0,0,https://nn.hh.ru/vacancy/74352644?from=vacancy_search_list&query=Data,hh
382,Инженер данных / Data Engineer,0,0,0,https://nn.hh.ru/vacancy/76679805?from=vacancy_search_list&query=Data,hh
383,Разработчик Back End,0,0,0,https://nn.hh.ru/vacancy/76893051?from=vacancy_search_list&query=Data,hh
384,Middle Data Scientist,0,0,0,https://nn.hh.ru/vacancy/76663333?from=vacancy_search_list&query=Data,hh
385,Data Analyst в блок Управление Благосостоянием,0,0,0,https://nn.hh.ru/vacancy/76830337?from=vacancy_search_list&query=Data,hh
386,SQL разработчик / Data engineer (DWH),0,0,0,https://nn.hh.ru/vacancy/76006484?from=vacancy_search_list&query=Data,hh
387,Разработчик Big Data,0,0,0,https://nn.hh.ru/vacancy/75947872?from=vacancy_search_list&query=Data,hh
388,Data scientist,0,0,0,https://nn.hh.ru/vacancy/75598717?from=vacancy_search_list&query=Data,hh
389,Business Data Engineer,0,0,0,https://nn.hh.ru/vacancy/69199016?from=vacancy_search_list&query=Data,hh
390,Product Analyst (Remote),2000,0,USD,https://nn.hh.ru/vacancy/76821229?from=vacancy_search_list&query=Data,hh
391,IT Business Partner,1187400,0,KZT,https://nn.hh.ru/vacancy/76839081?from=vacancy_search_list&query=Data,hh
392,Product manager,0,200000,руб.,https://nn.hh.ru/vacancy/75875406?from=vacancy_search_list&query=Data,hh
393,Системный аналитик,0,0,0,https://nn.hh.ru/vacancy/74010566?from=vacancy_search_list&query=Data,hh
394,Game Data Analyst,0,0,0,https://nn.hh.ru/vacancy/74870486?from=vacancy_search_list&query=Data,hh
395,"Senior Backend Software Engineer (Java / Kotlin), Remote",4000,7000,USD,https://nn.hh.ru/vacancy/77209158?from=vacancy_search_list&query=Data,hh
396,Web Analyst,0,0,0,https://nn.hh.ru/vacancy/76162883?from=vacancy_search_list&query=Data,hh
397,Главный администратор данных (Chief Data Steward),0,0,0,https://nn.hh.ru/vacancy/66811982?from=vacancy_search_list&query=Data,hh
398,Business Data Engineer,0,0,0,https://nn.hh.ru/vacancy/72856913?from=vacancy_search_list&query=Data,hh
399,Младший аналитик,0,0,0,https://nn.hh.ru/vacancy/75522106?from=vacancy_search_list&query=Data,hh
400,Аналитик по бизнес-процессам,0,0,0,https://nn.hh.ru/vacancy/76906566?from=vacancy_search_list&query=Data,hh
401,Python Team Lead,0,0,0,https://nn.hh.ru/vacancy/76998507?from=vacancy_search_list&query=Data,hh
402,"Senior Data Engineer (DWH, Spark)",5000,5500,EUR,https://nn.hh.ru/vacancy/76282268?from=vacancy_search_list&query=Data,hh
403,Data Analyst (Customer Experience Analytics Team),0,0,0,https://nn.hh.ru/vacancy/76661278?from=vacancy_search_list&query=Data,hh
404,Data Lead,0,0,0,https://nn.hh.ru/vacancy/73026122?from=vacancy_search_list&query=Data,hh
405,Data Analyst,0,0,0,https://nn.hh.ru/vacancy/76343412?from=vacancy_search_list&query=Data,hh
406,NoSQL DBA,0,0,0,https://nn.hh.ru/vacancy/76906074?from=vacancy_search_list&query=Data,hh
407,QA engineer (manual),50000,100000,руб.,https://nn.hh.ru/vacancy/76911855?from=vacancy_search_list&query=Data,hh
408,Data Engineer (СберСпасибо),0,0,0,https://nn.hh.ru/vacancy/75625822?from=vacancy_search_list&query=Data,hh
409,Data Partner,0,0,0,https://nn.hh.ru/vacancy/74254038?from=vacancy_search_list&query=Data,hh
410,TechLead Research Engineer (NLP/Speech),300000,400000,руб.,https://nn.hh.ru/vacancy/54372020?from=vacancy_search_list&query=Data,hh
411,Data engeneer,0,0,0,https://nn.hh.ru/vacancy/76418873?from=vacancy_search_list&query=Data,hh
412,Data engineer (ДИР),0,0,0,https://nn.hh.ru/vacancy/72220912?from=vacancy_search_list&query=Data,hh
413,Data scientist/Analyst (Middle+/Senior) - Руководитель отдела аналитики,250000,400000,руб.,https://nn.hh.ru/vacancy/73139848?from=vacancy_search_list&query=Data,hh
414,Архитектор/Разработчик ETL,0,0,0,https://nn.hh.ru/vacancy/76148703?from=vacancy_search_list&query=Data,hh
415,Junior Data аналитик (Департамент противодействия мошенничеству),0,0,0,https://nn.hh.ru/vacancy/76272398?from=vacancy_search_list&query=Data,hh
416,Intern Forensic,0,0,0,https://nn.hh.ru/vacancy/75802275?from=vacancy_search_list&query=Data,hh
417,Senior/Lead Data Engineer,0,0,0,https://nn.hh.ru/vacancy/76779261?from=vacancy_search_list&query=Data,hh
418,Data Engineer (Spark developer),0,0,0,https://nn.hh.ru/vacancy/76824512?from=vacancy_search_list&query=Data,hh
419,Data-аналитик,0,0,0,https://nn.hh.ru/vacancy/76564608?from=vacancy_search_list&query=Data,hh
420,Data Scientist,0,0,0,https://nn.hh.ru/vacancy/70243733?from=vacancy_search_list&query=Data,hh
421,Assistant Professor - Software Development and Engineering (eng),0,0,0,https://nn.hh.ru/vacancy/73329821?from=vacancy_search_list&query=Data,hh
422,Middle Data Scientist,0,0,0,https://nn.hh.ru/vacancy/76379602?from=vacancy_search_list&query=Data,hh
423,Data Analyst (Customer Experience Analytics Team),0,0,0,https://nn.hh.ru/vacancy/76659438?from=vacancy_search_list&query=Data,hh
424,"Автор-лектор курса ""Введение в Deep Learning""",0,0,0,https://nn.hh.ru/vacancy/76906679?from=vacancy_search_list&query=Data,hh
425,Assistant Professor - Software Development and Engineering (eng),0,0,0,https://nn.hh.ru/vacancy/73329877?from=vacancy_search_list&query=Data,hh
426,"Data Scientist (NLP, NER)",0,0,0,https://nn.hh.ru/vacancy/73382266?from=vacancy_search_list&query=Data,hh
427,Data Scientist ( Аналитик данных ),0,0,0,https://nn.hh.ru/vacancy/76537732?from=vacancy_search_list&query=Data,hh
428,Data Аналитик (Middle),0,200000,руб.,https://nn.hh.ru/vacancy/76226891?from=vacancy_search_list&query=Data,hh
429,VoC Business Analyst (Customer Experience Analytics Team),3000,0,USD,https://nn.hh.ru/vacancy/76697525?from=vacancy_search_list&query=Data,hh
430,Рекрутер / Старший рекрутер,0,0,0,https://nn.hh.ru/vacancy/76905758?from=vacancy_search_list&query=Data,hh
431,Data Governance Analyst,0,0,0,https://nn.hh.ru/vacancy/76560618?from=vacancy_search_list&query=Data,hh
432,Продуктовый аналитик,0,0,0,https://nn.hh.ru/vacancy/76870591?from=vacancy_search_list&query=Data,hh
433,Продуктовый аналитик,0,0,0,https://nn.hh.ru/vacancy/76712217?from=vacancy_search_list&query=Data,hh
434,Middle Data Scientist / ML Engineer (Time series),0,0,0,https://nn.hh.ru/vacancy/76628486?from=vacancy_search_list&query=Data,hh
435,Старший дата-инженер / Senior Data Engineer,270000,0,руб.,https://nn.hh.ru/vacancy/72161518?from=vacancy_search_list&query=Data,hh
436,Data Steward Intern,0,3800,USD,https://nn.hh.ru/vacancy/76289755?from=vacancy_search_list&query=Data,hh
437,Data Engineer,0,0,0,https://nn.hh.ru/vacancy/72234465?from=vacancy_search_list&query=Data,hh
438,Data Steward Intern,0,3800,USD,https://nn.hh.ru/vacancy/76289753?from=vacancy_search_list&query=Data,hh
439,Младший бизнес-аналитик,0,0,0,https://nn.hh.ru/vacancy/76846407?from=vacancy_search_list&query=Data,hh
440,VoC Business Analyst (Customer Experience Analytics Team),3000,0,USD,https://nn.hh.ru/vacancy/76697541?from=vacancy_search_list&query=Data,hh
441,Credit & Reporting Specialist,0,0,0,https://nn.hh.ru/vacancy/76925591?from=vacancy_search_list&query=Data,hh
442,Data Analyst (PSP Department),0,0,0,https://nn.hh.ru/vacancy/76441430?from=vacancy_search_list&query=Data,hh
443,Разработчик PL/SQL,0,0,0,https://nn.hh.ru/vacancy/76795275?from=vacancy_search_list&query=Data,hh
444,Middle Data Scientist (Северсталь Диджитал),0,0,0,https://nn.hh.ru/vacancy/75932115?from=vacancy_search_list&query=Data,hh
445,Data Engineer (Аудиторные технологии),0,0,0,https://nn.hh.ru/vacancy/75525561?from=vacancy_search_list&query=Data,hh
446,Руководитель направления по анализу данных/pre-Chief Data Officer,0,0,0,https://nn.hh.ru/vacancy/75624204?from=vacancy_search_list&query=Data,hh
447,Руководитель направления Искусственного Интеллекта (Data Science),0,0,0,https://nn.hh.ru/vacancy/76588787?from=vacancy_search_list&query=Data,hh
448,Data Analyst,0,0,0,https://nn.hh.ru/vacancy/76391927?from=vacancy_search_list&query=Data,hh
449,Project administrator,60000,0,руб.,https://nn.hh.ru/vacancy/77004328?from=vacancy_search_list&query=Data,hh
450,Data engineer,0,0,0,https://nn.hh.ru/vacancy/73861931?from=vacancy_search_list&query=Data,hh
451,Дата–партнер (Data Partner),0,0,0,https://nn.hh.ru/vacancy/76536493?from=vacancy_search_list&query=Data,hh
452,Junior developer/data engineer BI,60000,80000,руб.,https://nn.hh.ru/vacancy/76521164?from=vacancy_search_list&query=Data,hh
